Quarter,Date,Time,Unknown,EPS,Est EPS,Date F,Est EPS diff,Est EPS diff percentage,Price,Price Return lag2,t+1 - t,t - t-1,t+1 - t-1,Price Return lag3,Price Return lag4,Action ID,Target Ticker,Payment Type,Target Industry Sector,Return Used
2011:Q1,4/25/2011,7:03,0.02,0.02,0.11,4/25/2011,-0.09,-4.5,5.5,-1.981981982,-1.090909091,-0.900900901,-1.981981982,-5.045045045,-6.846846847,52871772,CSR US,Cash,Industrial,-0.900900901
2017:S1,2/21/2017,,-0.1587,,,2/21/2017,,,3.24,0.619195046,0.308641975,0.309597523,0.619195046,0.619195046,0.619195046,132827447,BKN AU,Cash,Industrial,0.619195046
2017:Q2,7/18/2017,9:05,0.5638,0.5608,0.428,7/18/2017,0.1328,0.236804565,36.95,3.462603878,1.082543978,2.354570637,3.462603878,2.631578947,2.354570637,143463797,CUNB US,Cash and Stock,Financial,2.354570637
2017:Q1,4/27/2017,9:05,0.42,0.4214,0.391,4/27/2017,0.0304,0.072140484,37.75,-2.165354331,-1.258278146,-0.918635171,-2.165354331,-0.918635171,-1.837270341,143463797,CUNB US,Cash and Stock,Financial,-0.918635171
2015:A,3/4/2016,7:00,0.0628,0.085,0.083,3/4/2016,0.002,0.023529412,189.5,-1.054018445,-0.92348285,-0.131752306,-1.054018445,-1.054018445,-1.317523057,115783273,XCH LN,Cash,Technology,-0.131752306
2013:Q4,3/25/2013,9:30,0.5453,0.77,,3/25/2013,,,64.78,0.107974703,0.185242359,-0.077124788,0.107974703,0.138824618,0.231374364,70015518,1411788D US,Cash,Industrial,-0.077124788
2013:Q3,11/28/2012,16:00,1.2681,1.16,,11/28/2012,,,64.96,-0.015394089,-0.015394089,0,-0.015394089,0.015394089,0.015394089,70015518,1411788D US,Cash,Industrial,-0.015394089
2011:Q4,2/9/2012,16:05,0.3606,0.35,0.213,2/9/2012,0.137,0.391428571,12.25,4.851973684,4.081632653,0.740131579,4.851973684,8.059210526,6.990131579,57147066,PMC US,Cash,"Consumer, Non-cyclical",4.081632653
2011:Q3,11/3/2011,16:11,0.3119,0.31,0.204,11/3/2011,0.106,0.341935484,15.54,0.319897633,0.900900901,-0.575815739,0.319897633,2.04734485,2.751119642,57147066,PMC US,Cash,"Consumer, Non-cyclical",0.900900901
2016:Q3,11/7/2016,6:06,0.27,0.27,0.3,11/7/2016,-0.03,-0.111111111,22.95,0.972160848,-0.435729847,1.414052143,0.972160848,0.618647813,0.883782589,134606950,IQNT US,Cash,Communications,1.414052143
2012:A,5/16/2013,,,1.785,,5/16/2013,,,,,,,,,,66969381,BSAN SW,Cash,Financial,
2014:S1,2/21/2014,Other,0.0254,0.026,,2/21/2014,,,6.24,-0.160513644,-0.320512821,0.160513644,-0.160513644,-0.160513644,-0.160513644,80522327,1456071D HK,Cash,"Consumer, Non-cyclical",-0.160513644
2013:A,9/18/2013,,0.2035,0.204,0.217,9/18/2013,-0.013,-0.06372549,6.07,-0.164473684,0,-0.164473684,-0.164473684,0,0,80522327,1456071D HK,Cash,"Consumer, Non-cyclical",-0.164473684
2017:Q3,11/16/2017,6:30,12.84,17.38,16.59,11/16/2017,0.79,0.045454545,17.29,0.53285968,-1.792943898,2.368265246,0.53285968,-5.091770278,-5.328596803,147080897,QIWI US,Cash,"Consumer, Non-cyclical",2.368265246
2017:Q2,8/15/2017,6:30,17.51,17.7,15.085,8/15/2017,2.615,0.147740113,17.56,-5.444743935,-0.113895216,-5.336927224,-5.444743935,-4.204851752,-5.498652291,147080897,QIWI US,Cash,"Consumer, Non-cyclical",-5.336927224
2016:Q2,8/5/2016,16:23,-0.0126,-0.0226,-0.078,8/5/2016,0.0554,2.451327434,21.67,-0.138185168,0.046146747,-0.184246891,-0.138185168,0.138185168,0.368493782,118932912,SGNT US,Cash,"Consumer, Non-cyclical",0.046146747
2012:Q4,2/20/2013,16:30,0.413,,,2/20/2013,,,54.63,-2.594594595,-1.043382757,-1.567567568,-2.594594595,-0.990990991,-3.153153153,71213776,SHS US,Cash,Industrial,-1.043382757
2013:A,5/8/2013,13:00,1.195,-24.99,,5/8/2013,,,187,1.648351648,-1.069518717,2.747252747,1.648351648,8.791208791,7.142857143,70730086,5812 JP,Stock,Industrial,2.747252747
2014:Q3,1/30/2014,,1.7854,1.63,1.21,1/30/2014,0.42,0.257668712,,,,,,,,82926816,CGX US,Cash and Stock,"Consumer, Non-cyclical",
2014:Q2,11/6/2013,7:30,1.201,1.25,0.87,11/6/2013,0.38,0.304,63.12,-3.50904554,-1.98035488,-1.559575795,-3.50904554,-4.023705552,-4.585152838,82926816,CGX US,Cash and Stock,"Consumer, Non-cyclical",-1.559575795
2013:Q3,11/12/2013,3:00,0.7256,0.66,0.91,11/12/2013,-0.25,-0.378787879,27.52,2.101449275,2.398255814,-0.289855072,2.101449275,2.137681159,2.173913043,79708516,NAFC US,Stock,"Consumer, Non-cyclical",-0.289855072
2013:Q2,7/25/2013,3:00,0.803,0.64,0.485,7/25/2013,0.155,0.2421875,24.9,-1.516966068,-0.923694779,-0.598802395,-1.516966068,-3.512974052,-3.71257485,79708516,NAFC US,Stock,"Consumer, Non-cyclical",-0.598802395
2013:Q1,5/1/2013,6:00,0.0612,0.06,0.299,5/1/2013,-0.239,-3.983333333,3.51,-0.847457627,0,-0.847457627,-0.847457627,0.282485876,0,71205241,0838256D US,Cash or Stock,Financial,-0.847457627
2012:Q4,1/24/2013,6:00,0.8611,0.05,0.248,1/24/2013,-0.198,-3.96,3.71,0,-0.539083558,0.54200542,0,0.54200542,0.54200542,71205241,0838256D US,Cash or Stock,Financial,0.54200542
2010:Q4,4/28/2011,,-0.01,,-0.02,4/28/2011,,,,,,,,,,52331829,UNX CN,Stock,Energy,
2015:Q3,11/5/2015,8:30,0.045,0.05,0.08,11/5/2015,-0.03,-0.6,10.19,0.294985251,0.098135427,0.196656834,0.294985251,0.196656834,0.098328417,113978839,1558151D US,Cash,"Consumer, Non-cyclical",0.196656834
2010:Q2,8/5/2010,7:31,0.43,0.34,0.232,8/5/2010,0.108,0.317647059,28.28,0.285918513,-0.777934936,1.072194425,0.285918513,3.145103645,1.072194425,44652108,CRN US,Cash or Stock,"Consumer, Non-cyclical",1.072194425
2010:Q1,5/6/2010,7:32,0.22,0.22,0.27,5/6/2010,-0.05,-0.227272727,26.64,-6.128334535,-2.252252252,-3.965392934,-6.128334535,-1.83850036,-0.144196107,44652108,CRN US,Cash or Stock,"Consumer, Non-cyclical",-3.965392934
2016:A,8/17/2016,,0.3904,0.4392,0.408,8/17/2016,0.0312,0.071038251,5.35,0.562851782,0.186915888,0.375234522,0.562851782,0.750469043,0.938086304,120632799,NPX NZ,Cash,Basic Materials,0.562851782
2016:S1,2/18/2016,,0.1413,0.131,,2/18/2016,,,5.1,1.40562249,-0.980392157,2.409638554,1.40562249,0.401606426,0.401606426,120632799,NPX NZ,Cash,Basic Materials,1.40562249
2012:A,8/23/2012,,0.0429,0.036,0.125,8/23/2012,-0.089,-2.472222222,1.25,0,0.4,-0.398406375,0,-0.796812749,-0.398406375,64468266,IDL AU,Cash,Industrial,0
2016:Q3,11/9/2016,,0.0044,0.0002,0.025,11/9/2016,-0.0248,-124,1.51,0,0.662251656,-0.657894737,0,1.973684211,0.657894737,131921015,CUS CN,Cash,Basic Materials,0
2011:Q3,5/9/2011,,0.2373,0.24,0.215,5/9/2011,0.025,0.104166667,17.06,0.29342723,0.175849941,0.117370892,0.29342723,0.117370892,0.29342723,53151601,RURL US,Cash,"Consumer, Non-cyclical",0.29342723
2014:Q3,10/29/2014,13:50,0.04,0.08,,10/29/2014,,,10.94,0.274223035,0.274223035,0,0.274223035,0.274223035,0.182815356,93589141,IND IM,Cash,"Consumer, Cyclical",0
2014:S1,7/30/2014,,-0.01,0.004,,7/30/2014,,,10.86,0.092250923,-0.092081031,0.184501845,0.092250923,0.092250923,0.092250923,93589141,IND IM,Cash,"Consumer, Cyclical",0.092250923
2012:Q3,11/14/2012,,-0.96,-0.96,0.243,11/14/2012,-1.203,-1.253125,34.81,0.345125108,0.229819018,0.115041703,0.345125108,0.431406385,0.488927236,69333694,CRDN US,Cash,Industrial,0.345125108
2012:Q1,8/8/2011,16:04,0.25,0.25,,8/8/2011,,,16.33,-1.5,8.5731782,-9.277777778,-1.5,-5.388888889,-2.444444444,52761009,NDN US,Cash,"Consumer, Cyclical",8.5731782
2011:Q4,5/25/2011,16:04,0.2522,0.25,,5/25/2011,,,20.37,0.693069307,-0.147275405,0.841584158,0.693069307,0.742574257,2.277227723,52761009,NDN US,Cash,"Consumer, Cyclical",-0.147275405
2017:Q3,11/15/2017,7:00,0.9,0.9,1.262,11/15/2017,-0.362,-0.402222222,6.96,-14.50809465,-1.364942529,-13.32503113,-14.50809465,-7.222914072,-7.222914072,107890540,JASO US,Cash,Energy,-13.32503113
2017:Q2,8/22/2017,7:00,2.85,2.85,0.336,8/22/2017,2.514,0.882105263,6.22,2.261712439,1.768488746,0.484652666,2.261712439,1.777059774,3.069466882,107890540,JASO US,Cash,Energy,0.484652666
2017:Q1,5/24/2017,7:00,0.2,0.15,-0.138,5/24/2017,0.288,1.92,6.95,-0.690607735,3.45323741,-4.005524862,-0.690607735,-4.55801105,-2.348066298,107890540,JASO US,Cash,Energy,-4.005524862
2016:Q4,3/16/2017,6:30,3.5907,6.8,-0.562,3/16/2017,7.362,1.082647059,5.39,1.2,-6.12244898,7.8,1.2,5.6,4.8,107890540,JASO US,Cash,Energy,7.8
2016:Q3,11/17/2016,6:00,0.9563,0.86,0.398,11/17/2016,0.462,0.537209302,5.6,-2.867383513,-3.214285714,0.358422939,-2.867383513,-5.376344086,-3.225806452,107890540,JASO US,Cash,Energy,0.358422939
2016:Q2,8/17/2016,7:30,2.48,2.04,4.504,8/17/2016,-2.464,-1.207843137,7.71,0.642673522,1.556420233,-0.899742931,0.642673522,0.771208226,-0.899742931,107890540,JASO US,Cash,Energy,-0.899742931
2016:Q1,5/27/2016,7:00,3.015,2.33,1.734,5/27/2016,0.596,0.255793991,7.85,-1.84729064,1.52866242,-3.325123153,-1.84729064,-2.339901478,-3.81773399,107890540,JASO US,Cash,Energy,-3.325123153
2015:Q4,3/15/2016,7:08,3.2058,3.15,4.41,3/15/2016,-1.26,-0.4,8.94,-2.305159166,-0.447427293,-1.866081229,-2.305159166,-2.305159166,-2.41492865,107890540,JASO US,Cash,Energy,-1.866081229
2015:Q3,11/17/2015,6:59,5.4362,4.35,2.055,11/17/2015,2.295,0.527586207,8.38,-3.03030303,-0.715990453,-2.331002331,-3.03030303,-4.020979021,-0.116550117,107890540,JASO US,Cash,Energy,-2.331002331
2015:Q2,8/11/2015,7:00,2.2607,1.67,0.323,8/11/2015,1.347,0.806586826,7.85,-0.892857143,-1.01910828,0.12755102,-0.892857143,-1.658163265,2.678571429,107890540,JASO US,Cash,Energy,0.12755102
2012:Q3,12/20/2012,Bef-mkt,-0.41,,,12/20/2012,,,0.601,-1.809954751,8.319467554,-9.351432881,-1.809954751,6.033182504,-0.301659125,69564318,EUROB GA,Stock,Financial,-9.351432881
2012:Q2,12/20/2012,,-0.6848,,-20,12/20/2012,,,0.601,-1.809954751,8.319467554,-9.351432881,-1.809954751,6.033182504,-0.301659125,69564318,EUROB GA,Stock,Financial,-1.809954751
2017:Q3,11/15/2017,18:22,0.0975,0.01,,11/15/2017,,,4.77,0,0,0,0,0,0.209643606,154448701,SNS PW,Cash,Basic Materials,0
2013:Q1,11/14/2012,,0.0374,0.057,0.068,11/14/2012,-0.011,-0.192982456,6.95,-0.142045455,1.151079137,-1.278409091,-0.142045455,0.071022727,1.420454545,67982487,TLH CN,Cash,Basic Materials,-0.142045455
2012:A,9/6/2012,8:40,-0.215,0.231,,9/6/2012,,,6.53,2.465331279,1.837672282,0.61633282,2.465331279,0.30816641,0.61633282,67982487,TLH CN,Cash,Basic Materials,0.61633282
2013:Q2,2/7/2013,,0.2378,0.24,0.31,2/7/2013,-0.07,-0.291666667,27.94,0.035752592,0.143163923,-0.107257776,0.035752592,0.107257776,0,71607426,EPHC US,Cash,Financial,0.035752592
2010:Q2,8/12/2010,22:49,0.13,0.13,0.06,8/12/2010,0.07,0.538461538,13.14,0.075471698,0.913242009,-0.830188679,0.075471698,0.679245283,1.886792453,45930060,SEO CN,Cash and Stock,Energy,0.913242009
2011:Q1,4/27/2011,9:36,12.3,12.3,9.748,4/27/2011,2.552,0.207479675,458.6,-5.228543242,-5.734845181,0.537104023,-5.228543242,-6.697358325,-7.113887975,51117472,PATNI IN,Cash,Technology,0.537104023
2010:A,2/9/2011,9:48,47.8989,45.86,41.402,2/9/2011,4.458,0.097208897,461.8,-0.172786177,0.086617583,-0.259179266,-0.172786177,-0.626349892,-0.453563715,51117472,PATNI IN,Cash,Technology,-0.259179266
2017:Q1,5/9/2017,16:45,1.0682,0.58,0.09,5/9/2017,0.49,0.844827586,14.1,0,0,0,0,0,0,143857542,FOR US,Cash,Financial,0
2014:Q1,5/8/2014,19:00,-0.8856,-0.866,,5/8/2014,,,78.45,1.885824246,1.236456342,0.641436818,1.885824246,-0.449005773,-0.4233483,89194705,CMA FP,Cash,Industrial,1.236456342
2015:Q3,7/31/2015,,0.0403,0,0.22,7/31/2015,-0.22,#NAME?,21.93,0.182648402,0.045599635,0.136986301,0.182648402,-0.228310502,-0.456621005,103961665,ISSI US,Cash,Technology,0.182648402
2015:Q2,4/29/2015,9:00,0.1147,0.18,0.203,4/29/2015,-0.023,-0.127777778,18.53,0.705754615,0.107933081,0.597176982,0.705754615,0.705754615,1.520086862,103961665,ISSI US,Cash,Technology,0.597176982
2010:Q3,11/8/2010,6:11,0.0298,0.03,0.089,11/8/2010,-0.059,-1.966666667,10.5,-0.095328885,-0.19047619,0.095328885,-0.095328885,0.095328885,0,47828164,1440013D US,Cash,Industrial,0.095328885
2014:Q4,3/12/2015,8:00,0.3744,0.37,0.23,3/12/2015,0.14,0.378378378,12.85,5.806451613,2.101167315,3.629032258,5.806451613,10.16129032,11.69354839,94351630,JRN US,Stock,Communications,3.629032258
2014:Q3,10/30/2014,8:00,0.1831,0.18,0.18,10/30/2014,0,0,9.75,2.400835073,0.615384615,1.774530271,2.400835073,-0.417536534,-5.323590814,94351630,JRN US,Stock,Communications,1.774530271
2014:Q2,8/7/2014,8:00,0.2172,0.21,0.16,8/7/2014,0.05,0.238095238,10.74,-8.842297174,-6.890130354,-2.096627165,-8.842297174,-13.67365542,-16.40838651,94351630,JRN US,Stock,Communications,-2.096627165
2017:Q3,10/26/2017,7:00,0.1695,0.17,0.155,10/26/2017,0.015,0.088235294,13.06,1.336477987,-1.301684533,2.672955975,1.336477987,-1.022012579,-1.179245283,144442655,PSTB US,Stock,Financial,2.672955975
2017:Q2,7/27/2017,7:04,0.1712,0.17,0.147,7/27/2017,0.023,0.135294118,11.58,-0.603448276,-0.431778929,-0.172413793,-0.603448276,0.172413793,0,144442655,PSTB US,Stock,Financial,-0.172413793
2012:Q1,5/9/2012,Bef-mkt,0.6716,,0.56,5/9/2012,,,35.01,0.314285714,0.285632676,0.028571429,0.314285714,0.485714286,0.314285714,55610270,CV US,Cash,Utilities,0.028571429
2011:Q4,3/14/2012,8:51,0.3807,0.38,0.4,3/14/2012,-0.02,-0.052631579,35.18,0.056721497,0.284252416,-0.22688599,0.056721497,-0.22688599,0.028360749,55610270,CV US,Cash,Utilities,-0.22688599
2011:Q3,11/8/2011,,-0.65,-0.65,0.7,11/8/2011,-1.35,-2.076923077,35.11,-0.482680295,-0.170891484,-0.312322544,-0.482680295,-0.085178876,-0.283929585,55610270,CV US,Cash,Utilities,-0.482680295
2011:Q2,8/8/2011,8:40,0.0529,0.05,,8/8/2011,,,34.83,-0.257142857,0.229687051,-0.485714286,-0.257142857,-0.857142857,-0.314285714,55610270,CV US,Cash,Utilities,-0.485714286
2014:Q3,10/23/2014,,1.11,,,10/23/2014,,,43.64,-0.558213716,0.011457379,-0.569605833,-0.558213716,-0.569605833,-0.558213716,84195194,HES NA,Cash,Industrial,-0.558213716
2014:S1,7/25/2014,,1,1,,7/25/2014,,,43.15,0.197421902,-0.023174971,0.220648008,0.197421902,0.220648008,0.174195796,84195194,HES NA,Cash,Industrial,0.197421902
2011:Q4,2/22/2012,16:37,0.5022,0.43,0.28,2/22/2012,0.15,0.348837209,10.42,0.192492782,-0.09596929,0.288739172,0.192492782,0.673724735,0.481231954,61731374,AEA US,Cash,"Consumer, Non-cyclical",-0.09596929
2013:Q1,5/13/2013,17:00,0.0193,0.0048,0.14,5/13/2013,-0.1352,-28.16666667,13.6,-0.219941349,0.073529412,-0.293255132,-0.219941349,-0.293255132,-0.293255132,69190425,SVN US,Cash,"Consumer, Cyclical",0.073529412
2012:Q4,3/11/2013,17:00,0.1232,0.0192,0.18,3/11/2013,-0.1608,-8.375,13.39,-0.224047797,-0.224047797,0,-0.224047797,-0.298730396,-0.373412995,69190425,SVN US,Cash,"Consumer, Cyclical",-0.224047797
2012:Q3,11/7/2012,17:00,0.2031,0.011,0.205,11/7/2012,-0.194,-17.63636364,11.95,-1.583333333,-1.171548117,-0.416666667,-1.583333333,-0.583333333,-0.416666667,69190425,SVN US,Cash,"Consumer, Cyclical",-1.171548117
2010:Q4,9/22/2010,21:13,0,-0.01,,9/22/2010,,,1.46,-0.680272109,0,-0.680272109,-0.680272109,0,0.680272109,46771892,1002173D CN,Cash and Stock,Basic Materials,0
2017:Q3,11/8/2017,6:30,0.0474,0.08,0.063,11/8/2017,0.017,0.2125,11.04,0.365296804,-0.452898551,0.821917808,0.365296804,-0.273972603,-0.365296804,151861025,RIC CN,Stock,Basic Materials,0.821917808
2014:Q3,11/7/2014,,-0.75,-0.75,-0.827,11/7/2014,0.077,0.102666667,24.02,0.082987552,0.416319734,-0.331950207,0.082987552,-0.414937759,-0.871369295,97066463,DRTX US,Cash,"Consumer, Non-cyclical",0.082987552
2013:Q1,5/15/2013,7:00,0.0086,0,0.013,5/15/2013,-0.013,#NAME?,3.89,1.75879397,4.11311054,-2.261306533,1.75879397,2.512562814,8.542713568,74652130,1311483D CN,Cash or Stock,Basic Materials,-2.261306533
2012:Q4,3/14/2013,7:00,0.057,0.07,0.063,3/14/2013,0.007,0.1,4.4,2.040816327,2.272727273,-0.22675737,2.040816327,0.907029478,2.040816327,74652130,1311483D CN,Cash or Stock,Basic Materials,-0.22675737
2016:A,2/9/2017,Aft-mkt,0.0916,,0.086,2/9/2017,,,1.705,2.93255132,2.93255132,0,2.93255132,2.93255132,2.639296188,134713782,ARA SP,Cash,Financial,2.93255132
2017:Q3,11/1/2017,,0.3838,0.381,0.34,11/1/2017,0.041,0.107611549,,,,,,,,138471006,PCBK US,Stock,Financial,
2017:Q2,8/9/2017,13:25,0.3191,0.3203,0.326,8/9/2017,-0.0057,-0.017795816,24.55,-3.621730382,-2.443991853,-1.207243461,-3.621730382,-4.225352113,-1.609657948,138471006,PCBK US,Stock,Financial,-1.207243461
2017:Q1,4/27/2017,8:00,0.3159,0.3116,0.312,4/27/2017,-0.0004,-0.001283697,25.45,-3.100775194,-1.768172888,-1.356589147,-3.100775194,-2.519379845,-2.906976744,138471006,PCBK US,Stock,Financial,-1.356589147
2016:Q4,1/26/2017,8:00,0.3339,0.3344,0.315,1/26/2017,0.0194,0.058014354,26.1,-1.714285714,-1.149425287,-0.571428571,-1.714285714,-3.428571429,-5.523809524,138471006,PCBK US,Stock,Financial,-0.571428571
2010:Q2,8/9/2010,16:05,0.04,0.11,0.13,8/9/2010,-0.02,-0.181818182,,,,,,,,44624293,PFWD US,Cash,Technology,
2010:Q1,4/27/2010,16:05,0.05,0.12,0.116,4/27/2010,0.004,0.033333333,16.78,0.357142857,0.476758045,-0.119047619,0.357142857,0.476190476,0.178571429,44624293,PFWD US,Cash,Technology,0.476758045
2016:Q2,8/15/2016,6:45,0.4331,0.11,0.21,8/15/2016,-0.1,-0.909090909,9.62,-3.87434555,-4.573804574,0.732984293,-3.87434555,-4.293193717,-6.387434555,127192176,PNTP US,Cash,"Consumer, Non-cyclical",0.732984293
2013:Q4,2/25/2014,16:05,0.0438,0.09,0.068,2/25/2014,0.022,0.244444444,12.49,0,0,0,0,0,-0.080064051,86779351,ACCL US,Cash,Technology,0
2011:Q1,6/15/2011,,-0.02,-0.02,,6/15/2011,,,,,,,,,,53754957,FWM CN,Cash and Stock,Basic Materials,
2014:Q2,8/8/2014,8:00,-0.0296,,,8/8/2014,,,4.66,-1.070663812,-0.858369099,-0.214132762,-1.070663812,-2.997858672,-3.426124197,81246716,MNTG US,Cash or Stock,"Consumer, Cyclical",-0.214132762
2014:Q1,5/6/2014,8:00,-0.2081,,,5/6/2014,,,5.13,-1.37524558,-2.144249513,0.785854617,-1.37524558,-3.339882122,-3.929273084,81246716,MNTG US,Cash or Stock,"Consumer, Cyclical",0.785854617
2013:Q4,3/11/2014,16:01,-0.2087,,,3/11/2014,,,5.34,0,-0.187265918,0.187617261,0,0,-3.001876173,81246716,MNTG US,Cash or Stock,"Consumer, Cyclical",-0.187265918
2013:Q3,11/5/2013,16:01,-0.0643,-0.06,,11/5/2013,,,5.26,1.754385965,-0.760456274,2.53411306,1.754385965,2.339181287,2.923976608,81246716,MNTG US,Cash or Stock,"Consumer, Cyclical",-0.760456274
2013:Q3,11/4/2013,16:18,0.524,0.57,0.628,11/4/2013,-0.058,-0.101754386,49.36,2.402528978,-1.559967585,4.025289779,2.402528978,-2.950474183,-9.146469968,76837539,PSE US,Stock,Energy,-1.559967585
2013:Q2,7/31/2013,16:20,0.66,0.57,0.519,7/31/2013,0.051,0.089473684,36.28,10.55815232,10.83241455,-0.247456695,10.55815232,14.95738246,14.05004124,76837539,PSE US,Stock,Energy,10.83241455
2016:Q3,11/3/2016,16:15,-0.5356,-0.5347,-0.387,11/3/2016,-0.1477,-0.276229661,11.9,0.588730025,0.504201681,0.084104289,0.588730025,0.252312868,0.336417157,120804546,SEMI US,Cash,Technology,0.504201681
2017:Q1,6/27/2016,7:22,-0.7497,-0.6426,-0.26,6/27/2016,-0.3826,-0.595393713,24.11,-0.614250614,0.663625052,-1.269451269,-0.614250614,0.040950041,0.040950041,124106523,MESG US,Cash,Technology,-1.269451269
2016:Q3,10/28/2016,6:30,0.16,0.56,0.31,10/28/2016,0.25,0.446428571,16.55,0.542168675,0.84592145,-0.301204819,0.542168675,-1.295180723,-0.542168675,133977521,PTXP US,Cash and Stock,Energy,-0.301204819
2016:Q3,11/9/2016,,-0.3741,-0.3662,-0.33,11/9/2016,-0.0362,-0.098853086,2.05,0,2.43902439,-2.380952381,0,-2.380952381,-2.380952381,125343982,MHGC US,Cash,"Consumer, Cyclical",0
2016:Q2,8/8/2016,8:15,-0.2784,-0.2897,-0.3,8/8/2016,0.0103,0.035554021,2.39,-9.05511811,-3.347280335,-5.905511811,-9.05511811,-9.842519685,-10.23622047,125343982,MHGC US,Cash,"Consumer, Cyclical",-5.905511811
2017:Q2,8/10/2017,20:39,-0.21,-0.21,-0.217,8/10/2017,0.007,0.033333333,14.85,-0.202565834,-0.471380471,0.270087779,-0.202565834,-0.405131668,-0.337609723,147373012,NDQ CN,Cash,"Consumer, Non-cyclical",-0.471380471
2017:Q3,11/8/2017,6:00,-0.0736,-0.0745,,11/8/2017,,,30.03,-0.660501982,0.166500167,-0.825627477,-0.660501982,-1.287978864,-0.066050198,148587676,HCOM US,Cash or Stock,Communications,-0.825627477
2017:Q2,8/8/2017,6:00,0.0372,0.0372,-0.16,8/8/2017,0.1972,5.301075269,31.2,0.386722527,-0.16025641,0.547856913,0.386722527,-0.451176281,-0.676764422,148587676,HCOM US,Cash or Stock,Communications,0.547856913
2010:Q1,5/3/2010,16:15,0.13,0.13,0.17,5/3/2010,-0.04,-0.307692308,8.03,0.24968789,0,0.24968789,0.24968789,-0.124843945,-0.74906367,43653151,IUSA US,Cash,Technology,0
2011:Q4,3/30/2012,,-0.0025,0,,3/30/2012,,,,,,,,,,60313302,1294243D US,Cash,Financial,
2013:Q2,7/29/2013,,0.5203,0.33,0.387,7/29/2013,-0.057,-0.172727273,,,,,,,,76971172,TRLG US,Cash,"Consumer, Cyclical",
2011:Q1,6/10/2011,,0.13,0.17,0.19,6/10/2011,-0.02,-0.117647059,12.93,-0.077399381,-0.154679041,0.077399381,-0.077399381,0.077399381,0.232198142,53143493,RNO CN,Cash,Industrial,-0.077399381
2013:Q1,5/16/2012,16:10,0.01,0,-0.038,5/16/2012,0.038,inf,21.91,0,0.04564126,-0.045620438,0,0,0.091240876,64226565,CPWM US,Cash,"Consumer, Cyclical",0.04564126
2012:Q4,2/25/2013,8:17,0.3735,0.34,0.318,2/25/2013,0.022,0.064705882,15.56,-0.064308682,-0.128534704,0.064308682,-0.064308682,0,-0.064308682,72492452,DUF US,Cash,Financial,0.064308682
2011:A,2/1/2012,,4.2896,6.558,6.4,2/1/2012,0.158,0.024092711,120,6.391585761,9.583333333,-2.912621359,6.391585761,1.375404531,2.912621359,59050321,SECOB SS,Stock,Industrial,6.391585761
2012:Q2,8/2/2012,8:31,0.2188,0.23,0.22,8/2/2012,0.01,0.043478261,21.95,0.227686703,0.273348519,-0.045537341,0.227686703,0.273224044,0.364298725,66205882,FXAI US,Cash,Financial,-0.045537341
2013:Q3,12/10/2012,16:05,-0.0348,0,-0.009,12/10/2012,0.009,inf,15.45,0,-0.064724919,0.064766839,0,-0.259067358,-0.064766839,70793762,TEA US,Cash,"Consumer, Cyclical",-0.064724919
2012:Q1,5/10/2012,,0.0095,0.01,0.04,5/10/2012,-0.03,-3,,,,,,,,63236178,XRIT US,Cash,Industrial,
2013:Q4,4/8/2014,,-0.09,-0.3,0.248,4/8/2014,-0.548,-1.826666667,17.64,0.112803158,0.623582766,-0.507614213,0.112803158,-0.338409475,-0.225606317,81918607,RDA US,Cash,Technology,0.112803158
2013:Q3,11/12/2013,1:46,0.19,0.25,0.203,11/12/2013,0.047,0.188,18.04,-0.771775083,-0.22172949,-0.551267916,-0.771775083,-0.606394708,-0.826901874,81918607,RDA US,Cash,Technology,-0.551267916
2012:Q3,11/5/2012,17:13,-2.3047,,,11/5/2012,,,1.19,0.847457627,0,0.847457627,0.847457627,0.847457627,0.847457627,67095000,WAVE US,Cash,Communications,0
2012:Q2,8/14/2012,,-1.9877,,,8/14/2012,,,1.17,0,0.854700855,-0.847457627,0,-0.847457627,0,67095000,WAVE US,Cash,Communications,0
2017:Q1,5/10/2017,17:30,-0.0437,-0.0512,-0.04,5/10/2017,-0.0112,-0.21875,0.155,3.225806452,3.225806452,0,3.225806452,3.225806452,3.225806452,143820539,MM CN,Cash,"Consumer, Cyclical",3.225806452
2015:Q4,2/28/2016,9:00,0.0133,0.0144,,2/28/2016,,,,,,,,,,120636135,DIL NZ,Cash,Communications,
2013:Q3,11/14/2013,8:01,-0.04,0,,11/14/2013,,,0.46,22.22222222,19.56521739,2.222222222,22.22222222,20,10,75471214,ATL CN,Cash,Basic Materials,2.222222222
2013:Q2,8/14/2013,9:00,-0.04,-0.03,,8/14/2013,,,0.345,8.571428571,10.14492754,-1.428571429,8.571428571,2.857142857,-11.42857143,75471214,ATL CN,Cash,Basic Materials,-1.428571429
2013:Q1,5/14/2013,9:00,-0.04,-0.04,,5/14/2013,,,0.18,-5.405405405,-2.777777778,-2.702702703,-5.405405405,0,0,75471214,ATL CN,Cash,Basic Materials,-2.702702703
2012:Q4,3/28/2013,9:00,-0.07,-0.1,,3/28/2013,,,,,,,,,,75471214,ATL CN,Cash,Basic Materials,
2016:Q2,8/31/2016,,0.2,,,8/31/2016,,,10.08,1.573461616,0.545634921,1.022248948,1.573461616,3.377430347,3.577871317,126328967,CU1 GR,Stock,Energy,1.573461616
